ULTIMA ACT. COSTO,PRODUCTO,COSTO,PROVEEDOR,CODIGO
28/06/2025,CORDON LUREX G420 PLATA / ORO / COLOR X100 MTS,"4,277.60",,2940009601
28/06/2025,CORDON LUREX G420 PLATA / ORO / COLOR XMT,50.60,,2940009602
17/03/2026,ADHESIVO ECCOLE PARA ZAPATILLAS X 9GR.,"4,444.44",ESTELA MONTENEGRO S.R.L.,LI6808
28/06/2025,GORRO BESTWAY NATACION PILETA 26006,"3,780.00",,REG786453
28/06/2025,BILLETERA DAMA TRENDY 17119,"5,300.00",,10B765
04/02/2026,CAPIBARA CON CORAZON,"10,998.00",WINNIE,JUG766
16/03/2026,BLOCK EL NENE PARA DIBUJO Nº 5 NEGRO,"6,111.11",ESTELA MONTENEGRO S.R.L.,190500000322
04/02/2026,ANIMALES CON CORAZON,"8,850.00",WINNIE,JUG767
29/05/2025,GUANTES WINDS STOPPER X Y WS-19,"6,000.00",,0222235
16/06/2025,GUANTE SPORT WS-20,"7,000.00",,0021114777
12/09/2025,AURICULAR AKG JBL / SAMSUNG / SONY / MOTOROLA -VS MODELOS-,"1,900.00",,325235
12/09/2025,BOTELLA TERMICA SPORT 350ML STANLEY,"10,100.00",,REG47700
11/12/2025,DURAVIT PRIMERA INFANCIA APILABLE PIRAMIDE DE ANILLOS 653,"4,700.00",REX,J0000000000145
28/06/2025,CONO LANZA PELOTAS 13155 14*11,"2,016.00",,JUG124545
28/06/2025,JUEGO DE HERRAMIENTAS TOOL 53263,"2,160.00",,JUG4578
31/07/2025,LAS HORAS – YUYU 340,"3,200.00",,J0000000000022
28/06/2025,NUEVO JUEGO DE LA OCA DE LUDOMATIK,"1,088.00",,J0000000000026
28/06/2025,PERINOLA X UNIDAD,584.00,,JUG101294
31/07/2025,PIZARRA MAGICA 735814,"2,520.00",,J0000000000112
28/06/2025,SET DOCTOR MEDICAL APPLIANCE 60159,"1,424.00",,J0000000000243
28/06/2025,SET PULSERA ANILLO Y ARITOS NENA,720.00,,J0000000000188
16/03/2026,MALETIN PIZZINI 50 X 60 602,"20,611.11",ESTELA MONTENEGRO S.R.L.,190500003224
16/03/2026,BOLIGRAFO SABONIS ROLLER 520 TINTA LIQUIDA,833.33,ESTELA MONTENEGRO S.R.L.,190500000430
26/08/2025,BOLSA AMAYA FANTASIA MED,1.00,,190500000450
16/03/2026,CARTUCHERA CANOPLA REXON PINLAND,"11,944.44",ESTELA MONTENEGRO S.R.L.,190500000543
05/07/2025,JUEGO DE MESA YUYU DOMINO - LA GRANJA 227 - INFANTIL 228,"4,210.00",,J0000000000036
28/06/2025,PEZONERAS AUTOADHESIVA PAPEL TELA X 5 PARES,"1,700.00",,435436424
21/08/2025,PORTACOSMETICO AMAYRA 67.E9721R / 67.E9722R / 67.E9723R,"6,000.00",,294001385
07/01/2026,GOMA EVA PROD LINE ENCASTRE ABECEDARIO,"1,190.00",,LI546587
28/06/2025,MOUSE SEIS DN-N632 / DN-N601,"2,350.00",,RE6290132557686
28/06/2025,HULA HULA CHICO,330.00,,RE545646
14/10/2025,AGUJA SINGER 2045 MAQ. SOBRE X10,"3,600.00",MILAN,294000083
28/06/2025,CANCAN CASHMILON ORIANA ADULTO TALLE 2 M,"9,590.00",,M12245
14/10/2025,CINTA MUSICA 25MM XMT,490.00,MILAN,294000812
28/06/2025,BROCHE CAREY MEDIANO / M,"1,090.00",,ACC361
28/06/2025,BILLETERA DAMA PRATYS CQ-25125-1,"5,200.00",,REGBW501362
28/06/2025,GUANTES NIÑO / BEBE SUAVE PUÑO PELUCHE,"1,050.00",,484112148
28/06/2025,BOTELLA ALUMINIO SIMIL JEAN,"4,200.00",,RE4587999
28/06/2025,BROCHES IRROMPIBLES MINI X PAR,550.00,,ACC0032
12/09/2025,ILUMINADOR PINK21 ROLL & GLOW CS4426,"1,100.00",,304604
28/06/2025,CANCAN CASHMILON ORIANA ADULTO TALLE 4 XL,"11,240.00",,M12247
28/06/2025,CANCAN CASHMILON ORIANA ADULTO TALLE 5 XXL,"11,980.00",,M12248
26/08/2025,BOLSAS BRAND FEST SORPRESITAS X1,1.00,,LI0883
04/11/2025,PILA ALCALINA LR41 PHILCO X 1,189.80,,306773
13/10/2025,PORTARETRATO SIMIL MADERA 13X18 VGO MARCO FINO,"2,319.00",FOB,REG7879
13/10/2025,PORTARETRATO PLASTICO VGO 13X18 BHA1318,"2,249.00",FOB,REBHA1318
28/06/2025,MUÑECA CHICAS URBANAS CON MASCOTA 200577 4*11,"3,307.20",,JUG577845
23/02/2026,MEDIA ONE FEET ART 1502 BGN SOQUETE DEPORTIVO HOMBRE,"1,350.00",MERCECOR,294001357
16/10/2025,BOA VERDE NAVIDAD CHLQ-18-1 X 1,"1,057.77",REX,303010
17/12/2025,PILA DURACELL AA X1,"1,569.68",MARCAS,PI2ADURAX1
28/06/2025,MEDIA ANTARTIDA SPORT LARGA TOALLA ART 7207,"3,000.00",,ME4439
12/09/2025,PEN DRIVE FLASH USB 2.0 32GB,"7,000.00",,204238
16/03/2026,CALCULADORA CALCUMAX 515664,"4,500.00",ESTELA MONTENEGRO S.R.L.,203058
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,LI5176
31/07/2025,BROCHE CAREY CHICO / S,"1,200.00",,ACC360
04/11/2025,"FOX, OBRA ALCALINO 120 GRS 215 X 355 MM X 250 HJS (MP)","16,000.00",MULTIPAPEL,2504020
04/11/2025,ILUSTRACION BRILLANTE & MATE 215 X 355 MM. 130 GR X HOJA,80.00,MULTIPAPEL,2504043
04/11/2025,ILUSTRACION BRILLANTE & MATE A3 250 GR 50 HJS,"13,000.00",MULTIPAPEL,2504060
04/11/2025,ILUSTRACION BRILLANTE & MATE A3 250 GR X HOJA,280.00,MULTIPAPEL,2504061
04/11/2025,ILUSTRACION BRILLANTE & MATE A3 300 GR X HOJA,320.00,MULTIPAPEL,2504063
04/11/2025,AUTOADHESIVOS OBRA 210X290MM PQ. 50 HJS (MP),"12,500.00",MULTIPAPEL,2504009
04/11/2025,"FOX, OBRA ALCALINO 210 GRS 30,5 X 45,7 MM 125 HJS (MP)","28,000.00",MULTIPAPEL,2504034
04/11/2025,OBRA AUTOR 215 X 355 MM 75 GR X 500 HJS (MP),"9,500.00",MULTIPAPEL,2504071
04/11/2025,OBRA AUTOR 215 X 355 MM 75 GR X HOJA (MP),40.00,MULTIPAPEL,2504072
04/11/2025,OPALINA TELADA: CREMA & BCA. 66 X 96 CM 180 GR,"4,500.00",MULTIPAPEL,2504084
04/11/2025,OPALINA TELADA: CREMA & BCA. 70 X 100 CM 240 GR,"5,000.00",MULTIPAPEL,2504085
04/11/2025,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR 100 HJS,"16,000.00",MULTIPAPEL,2504092
04/11/2025,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR 20 HJS,"3,800.00",MULTIPAPEL,2504093
04/11/2025,PAPEL FOTOG. GLOSSY (BRILLANTE) A4 180 GR X HOJA,210.00,MULTIPAPEL,2504094
04/11/2025,PAPEL OBRA ALCALINO A2 120 GR X HOJA,360.00,MULTIPAPEL,2504098
30/03/2026,PAPEL OBRA DIBUJO A3 200 GR PQ. 50 HJS,"9,000.00",MULTIPAPEL,2504113
04/11/2025,PAPEL OBRA DIBUJO A3 150 GR X HOJA,140.00,MULTIPAPEL,2504112
04/11/2025,PAPEL OBRA DIBUJO A3 240 GR PQ. 50 HJS,"13,000.00",MULTIPAPEL,2504115
04/11/2025,*,1.00,,2504150
11/11/2025,IMPRESION / FOTOCOPIA A3 (B/N) 🏁,450.00,,17057
10/11/2025,IMPRESION ILUSTRACION 200GR A4 (COLOR) 🏳️‍🌈,700.00,,17106
11/11/2025,IMPRESION KRAFT 150GR A3 (B/N) 🏁,700.00,,17122
11/11/2025,IMPRESION KRAFT 200GR A4 (COLOR) 🏳️‍🌈,800.00,,17111
10/11/2025,IMPRESION OBRA 120GR A3 (B/N) 🏁,500.00,,17114
10/11/2025,IMPRESION OBRA 120GR A3 (COLOR) 🏳️‍🌈,"1,200.00",,17126
28/06/2025,GORRO TEJIDO SKORA 38644 CHENILLE,"3,000.00",,ACC2154877
10/11/2025,IMPRESION OBRA 150GR A3 (COLOR) 🏳️‍🌈,"1,300.00",,17127
28/06/2025,GORRO UNICROSS TEJIDO 62.T6042,"4,500.00",,ACC215487878
28/06/2025,GORRO EVERLAST 13812 13812-C,"4,000.00",,ACC21548787
11/11/2025,IMPRESION OBRA 210GR / 200GR A4 (COLOR) 🏳️‍🌈,700.00,,17103
28/06/2025,GORRO NASA 13835,"3,800.00",,ACC215454555
11/11/2025,IMPRESION VEGETAL 90GR A4 (COLOR) 🏳️‍🌈,"1,000.00",,17112
23/02/2026,MEDIA ONE FEET ART 1705 BGN FUTBOL,"1,800.00",MERCECOR,294001359
23/02/2026,MEDIA ONE FEET ART 1503 BGN SOQUETE 1/2 CAÑA DEPORTIVO HOMBRE,"1,255.00",MERCECOR,294001358
23/02/2026,MEDIA ONE FEET HOMBRE ART 902L MICROMEDIA INVISIBLE,"1,190.00",MERCECOR,294001363
21/02/2026,COCOT PANTY MULTIFILAMENTO ART 1002,"2,620.00",MERCECOR,294000461
28/06/2025,CANCAN NI-BEL ART 725 NENA T000-00-0,872.83,,294000481
28/06/2025,CANCAN NI-BEL ART 725 NENA T1-2,"1,151.78",,294000482
28/06/2025,CANCAN ORIANA NIÑO CASHMILON T1-2,"2,094.00",,294000486
28/06/2025,CANCAN ORIANA NIÑO CASHMILON T5-6,"2,786.00",,294000488
28/06/2025,CANCAN ORIANA NIÑO CASHMILON T7-8,"3,151.00",,294000489
28/06/2025,CANCAN ORIANA NIÑO CASHMILON T9-10,"3,441.00",,294000490
28/06/2025,CANCAN STREECH NIÑO T 0,"3,250.00",,M12234
28/06/2025,CANCAN CASHMILON SOKI ANORT ADULTO TALLE 38 40 S,"8,980.00",,M12249
28/06/2025,CANCAN CASHMILON SOKI ANORT ADULTO TALLE 42 44 M,"9,590.00",,M12250
28/06/2025,CANCAN CASHMILON SOKI ANORT ADULTO TALLE 46 48 L,"10,650.00",,M12251
28/06/2025,CANCAN CASHMILON COCA NIÑO TALLE 10 ART 109,"8,200.00",,M12258
23/02/2026,MEDIA ONE FEET MUJER ART 1410BGN SOQUETE DEPORTIVO,850.00,MERCECOR,294001367
23/02/2026,MEDIA ONE FEET MUJER ART ART500IC SOQUETE INVISIBLE,"1,018.00",MERCECOR,294001372
12/09/2025,POXIPOL 108GR / 70ML,"3,800.00",,1681230002
04/11/2025,PILA AUDIFONO RAYOVAC PR10 -AIRE EXTRA- X1,478.97,,P5227
12/09/2025,PILA AUDIFONO RAYOVAC PR675 -AIRE EXTRA- X6 (BLISTER),"5,300.01",,P5228
07/01/2026,PILA ENERGIZER L92 AAA LITIO E2 X2,"11,797.00",,851156
12/09/2025,PILA EUROENERGY 1220,115.01,,P1220EURO
07/01/2026,PILA ENERGIZER RECARG. NH12 AAA X2,"22,479.00",,851068
12/09/2025,PILA FULLTOTAL 2450,580.00,,PI2457
12/09/2025,PILA MAXELL SR616SW / 321,510.00,,PI321MAX
12/09/2025,PILA MAXELL SR920SW / 371,420.01,,852006
12/09/2025,CORRECTOR DE OJERAS TEJAR,700.00,,304213
12/09/2025,CORRECTOR LIQUIDO USHAS FS377A,"2,000.00",,304355
12/09/2025,GLOSS BRILLO LABIAL POLA AYLR,"2,000.00",,308317
12/09/2025,QUITAESMALTE GRANDE,"1,200.00",,2023
12/09/2025,RUBOR X2 USHAS,835.00,,PE6587
07/01/2026,*,"7,000.00",,190500002428
16/03/2026,"MOCHILA CRESKO ZOMBIE 16"" OM114/113/109","21,777.78",,190500002564
07/01/2026,"MOCHILA CRESKO ZOMBIE C/CARRO 12"" OM308",1.00,,190500002565
16/03/2026,MOCHILA FW RETRO VINTAGE 998340,"34,722.22",REX,190500002585
07/01/2026,MOCHILA ME MONSTER 2104513,1.00,,190500002603
28/10/2025,*,"7,000.00",,308023
17/03/2026,PIN FANTASIA,55.56,,190500004186
07/01/2026,PIZARRA PILOT-SAKURA BCA 80X120,0.00,,190500003141
07/01/2026,SELLO DECORATIVO PLANTEC GDE. 80 X 80,181.00,,201612
16/03/2026,STICKER WY EMOJI HFA,16.67,,205402
23/02/2026,MEDIA ONE FEET NIÑO ART 200E T2 MEDIA CAÑA,"1,600.00",MERCECOR,294001377
23/02/2026,MEDIA ONE FEET MUJER ART ART500R SOQUETE RAYADO,"1,018.00",MERCECOR,294001374
23/02/2026,MEDIA ONE FEET MUJER ART ART602L MICROMEDIA INVISIBLE,"1,147.00",MERCECOR,294001375
23/02/2026,MEDIA ONE FEET NIÑO ART 200E T3 MEDIA CAÑA,"1,750.00",MERCECOR,294001378
23/02/2026,MEDIA ONE FEET NIÑO ART 200E T4 MEDIA CAÑA,"1,850.00",MERCECOR,294001379
28/06/2025,SLIP BRADBURY RAYADO 305 T2-3-4,"2,860.00",,294001663
28/06/2025,BOXER DUFOUR ALG Y LYCRA CON CINTURA A LA VISTA ART 12058 T1 AL T5,"5,850.00",,2940003908
28/06/2025,BOXER DUFOUR ART 11812 T S / XL,"3,250.00",,29400039041
28/06/2025,GORRA TRENDY 14834,"3,342.00",,1727424
04/11/2025,PILA AUDIFONO RAYOVAC PR10 -AIRE EXTRA- X6 (BLISTER),"2,500.00",,P5226
07/01/2026,ACUARELA KATANA ACRILICO X12 514522,790.00,ESTELA MONTENEGRO S.R.L.,302523
16/03/2026,AGENDA ARWEN NRO 8 SEMANAL T/D,"4,055.56",,2100011487921
16/03/2026,BOLIGRAFO SABONIS 6028,166.67,REX,LI6931
16/03/2026,*,0.00,REX,190500012386
16/03/2026,"CABLE AUXILIAR 3,5 MM","3,500.00",AC,LI6936
28/10/2025,*,"7,000.00",,LI7008
28/10/2025,*,"7,000.00",,LI7009
28/10/2025,*,"7,000.00",,LI7010
16/03/2026,CHINCHE SIFAP X 100,500.00,ESTELA MONTENEGRO S.R.L.,LI7067
16/03/2026,CINTA MULTIPROPOSITO AUCA 48 X 9 ROJO,"1,555.56",,LI7073
28/10/2025,*,"7,000.00",,LI7090
28/10/2025,*,"7,000.00",,LI7091
07/01/2026,CINTA KIVE-RAMI PAPEL 12X40,0.00,,LI7099
28/10/2025,*,"7,000.00",,LI7104
16/03/2026,ETIQUETADORA MOTEX,"44,777.78",REX,190500011469
17/03/2026,FOLIO LUMA EXTRA FUERTE A4 X 1,111.11,ESTELA MONTENEGRO S.R.L.,190500011708
16/03/2026,*,0.00,REX,LI7363
16/03/2026,*,0.00,REX,LI7368
16/03/2026,TIJERA SABONIS CON SEGURO BL TM03B,"1,611.11",REX,LI7370
16/03/2026,TINTA TRABI PARA MARCADOR AL AGUA 30ML,388.89,,LI7371
17/03/2026,ACUARELA EZCO 12 PASTILLAS C/PINCEL 404008,777.78,REX,190500000056
07/01/2026,ACUARELA PELIKAN UNIVERSE X 6 C/PINCEL,"3,363.00",REX,190500003358
07/01/2026,ADHESIVO VINILICO ACUAREL X 250 GR,955.40,REX,190500000130
07/01/2026,BASTIDOR LS BOCETEADO 20 X 30,1.00,,190500000276
16/03/2026,BOLIGRAFO COLOURS X3 COLORES 24128/24132,555.56,,201369
16/03/2026,BOLIGRAFO COLOURS VS.MOD. 23082/085/107/109/110,388.89,,205226
16/03/2026,BOLIGRAFO MULTI PAPER 10 COLORES RABBIT ZL10,722.22,,201467
16/03/2026,BOLIGRAFO MULTI PAPER 6 COLORES SHARK 019,722.22,,201469
16/03/2026,*,0.00,REX,ARCH12CM
16/03/2026,CAJA CON ELASTICO VENETTO LOMO 5 5060/70,"3,944.44",REX,190500000630
17/03/2026,CALCULADORA CALCUMAX 515616,"3,611.11",REX,203051
20/11/2025,HILO ALGODON 27 HEBRAS VIP CONO X 100 MT,"5,390.00",MERCECOR,190500000985
12/09/2025,NYLON BURBUJA X METRO,340.00,,0202222
07/01/2026,FIBRA FACIL ALHAJERO C/ESPEJO Y DIVISORIOS,0.00,,190500001483
16/03/2026,FIBRA FACIL CAJA 17X22 TAPA CALADA (1417),"1,277.78",,190500001510
07/01/2026,FIBRA FACIL CANASTITA C/CORAZONES MEDIANA,0.00,,190500001562
07/01/2026,FIBRA FACIL PORTARRETRATO MAMA X5,0.00,,190500001643
16/03/2026,GOMA BORRAR COLOURS FANTASIA FLORES PELOTA X 1,222.22,,201350
07/01/2026,*,"7,000.00",,190500001897
16/03/2026,INDICE IGNEO PARA FICHERO FICHERO N1,"3,055.56",ESTELA MONTENEGRO S.R.L.,202128
31/07/2025,ANIMALES DE LA GRANJA X6U FARM ANIMAL LYON TOYS,"6,200.00",,JUG107899
28/06/2025,PISTA AUTO CONTROL HM884389,"14,060.00",,J0000000000086
28/06/2025,BUFAMANTA ACRILICO 1.90 X 0.80 VS COLORES,"8,501.00",,ME546857
21/08/2025,BILLETERA AMAYRA 67B950R 67.B950R,"5,300.00",,ACC852
31/07/2025,ANIMALES FUNNY FARM SET DE GRANJA X 2 163226,"2,900.00",,205576
21/08/2025,BILLETERAS AMAYRA 67B959R 67.B959R,"4,300.00",,10B748
28/06/2025,LENTES DE SOL INFANTIL,"1,400.00",,ACC11200
28/06/2025,GANCHO ALFILER X 1,55.00,,ME546898
28/06/2025,GANCHO RUFLETE DE PLASTICO X 1,22.00,,ME546899
28/06/2025,ANTIPARRA BL SD2258,980.00,,JU02372
28/06/2025,AVIONES Y MOTOS FULL SPEED,"1,248.00",,JUG45588
31/07/2025,JUEGO DE INGENIO UNO SOLO RUIBAL ART. 1240,"4,290.00",,JUG20004
31/07/2025,ENCASTRE NEW PLAST MEDIO BOLON DIDACTICO 20129,"2,500.00",,JUG40000
28/06/2025,HELICOPTERO CON LANZADOR HELICOPTER 52146,800.00,,JUG546536
28/06/2025,JUEGO DE AGUA AUSTRONAUTA HM50078 - HM50133,"1,900.00",,JUG7841
28/06/2025,JUEGO DE PESCA FISHING CHICO 50990,888.00,,JUG0078
28/06/2025,JUEGO DE PARQUE SOUP TOYS SD22603,"3,088.00",,JUG20002
28/06/2025,JUEGO DE MESA MAGIKA OCA JK-4004 / LUDO JK-4003,"1,600.00",,JUG2025
28/06/2025,LUDO MATIC ORIGINAL TRISMA S.A.,"10,100.00",,J0000000000023
28/06/2025,LUDO MAGIKA,"1,600.00",,J0000000000025
31/07/2025,TRANSFORMER EN BLISTER 4037-1 4037,"11,400.00",,J0000000000174
14/10/2025,*,250.00,MILAN,294001056
28/11/2025,ELAST. LUREX FLASH 10MM X 20MTS,"4,540.00",MERCECOR,4643675
28/11/2025,AROS CEREZA CHICOS,"2,200.00",,190500001020
28/06/2025,BOLSITO INFANTIL PERSONAJES GRANDE (JORGE),"5,000.00",,JO002
28/06/2025,VASO TRENDY ROSA NEGRO 17384,"5,600.00",,RE5488889
28/06/2025,VASO TRENDY FUTBOL FOOTBALL 17386,"6,400.00",,RE2588889
28/06/2025,VASO TRENDY ROSA C/AQUA 17398,"7,600.00",,RE54888879
28/06/2025,ORGANIZADOR BIJOU BEIGE NEGRO ALAJERO 17716,"10,300.00",,AC14555898885
28/06/2025,AURICULAR IBEK BOLSA ER - 19,950.00,,RE325654
28/06/2025,TAZA BIG LIFE 004093 / DIA DE LA MADRE 4922577,"2,000.00",,REG56878
31/07/2025,SET KITCHEN COOKING TOOLS Y TEA SET,"1,150.00",,9613
31/07/2025,"TBLET PIZARRA MAGICA ANIMADA MULTICOLOR LCD PANEL COLOUR FUL WRITING TABLET 9""","3,500.00",,304375
12/09/2025,PILA RELOJ SONY / MURATA SR927 / 395,"1,620.00",,306573
07/01/2026,CALCULADORA ORYX CL03 DOBLE PANTALLA,1.00,,304531
28/06/2025,PINCELES Y BROCHAS TS-5025,"2,800.00",,TS-5025
28/06/2025,DIARIO EN BOLSA CON ESPIRAL Y CANDADO 13*18CM E-24 36949 - 36961 - 36949,"2,180.00",,36949
28/06/2025,DIARIO CON CANDADO 64961 - 64966,"1,890.00",,RE1254589555
11/12/2025,MUÑECA TINY FANTASY ROCK STAR 55227,"7,825.90",REX,306740
16/03/2026,PINCEL REXON Nº 00 AL 6 X 1,388.89,REX,190500003017
11/12/2025,MUÑECA MINI LUCY POP HADA 55652,"2,864.00",REX,JUG4545654
14/06/2025,*,0.00,,190500000531.999969482421875
14/06/2025,*,0.00,,190500000532.999969482421875
28/10/2025,*,"7,000.00",,190500001017
28/10/2025,*,"7,000.00",,190500001018
16/03/2026,CINTA PAPEL AUCA VERDE 18X40,"1,222.22",REX,190500001080
16/03/2026,CINTA DOBLE FAZ AUCA 12 X 10,"3,277.78",ESTELA MONTENEGRO S.R.L.,190500001070
16/03/2026,CUADERNO TRIUNFANTE MONITOR TAPA FLEXIBLE X 48,"1,944.44",ESTELA MONTENEGRO S.R.L.,190500001353
14/06/2025,*,0.00,,190500001520.000030517578125
16/03/2026,FIBRA FACIL CASA MINI PARA MUÑECAS C/MUEBLE (CLASICA),"16,111.11",ESTELA MONTENEGRO S.R.L.,190500001569
14/06/2025,*,0.00,,190500001647.999969482421875
16/03/2026,FLAUTA MEMORIS DULCE,"4,222.22",ESTELA MONTENEGRO S.R.L.,190500001664
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,190500001680
16/03/2026,FOLIO LIGGO EXTRAPESADO A4 X 1,111.11,ESTELA MONTENEGRO S.R.L.,190500001679
16/03/2026,GOMA BORRAR DOS BANDERAS LAPIZ X 36,"10,722.22",ESTELA MONTENEGRO S.R.L.,190500001833
14/06/2025,*,1.00,,190500002175.999969482421875
07/01/2026,MAGICBOARD MIDI FW UNIVERSE,1.00,,190500002267
16/03/2026,MICROFIBRA MOOVING X 10 CLASICA 3041010,"2,000.00",,190500002480
16/03/2026,MICROFIBRA TRABI X 1 FREELINERS 1034,388.89,ESTELA MONTENEGRO S.R.L.,190500002482
07/01/2026,"MOCHILA CRESKO UNICORNIO ESPALDA 12"" CK129/130",1.00,,190500002562
14/06/2025,*,"1,072.00",,190500002655.999969482421875
16/03/2026,PAPEL CELOFAN CRISTAL X 25,"5,611.11",ESTELA MONTENEGRO S.R.L.,190500002744
17/03/2026,PEGAMENTO EQ EXTRA FUERTE X 200 CC,"1,055.56",,190500002887
14/06/2025,*,129.80,,190500003193.999969482421875
14/06/2025,*,"1,008.00",,190500003198.999969482421875
16/03/2026,RECIBO NORPAC DUPLICADO 605,"2,666.67",ESTELA MONTENEGRO S.R.L.,190500003273
14/06/2025,RECIBO DE PERSONAL NOR-PAC P/HS.2O6,722.00,,190500003268.999969482421875
16/03/2026,REPUESTO HOJAS LUMA DIBUJO COLOR RIVADAVIA X 6,444.44,ESTELA MONTENEGRO S.R.L.,190500003370
16/03/2026,SET DE ESPATULAS BOMEIJIA PLAST.X5 20045,"5,444.44",REX,190500003684
14/06/2025,*,"1,199.00",,190500003754.999969482421875
14/06/2025,SOBRE FW A4 C/CIERRE Y 3 BOLSILLO 3595,"1,960.00",,190500003757.999969482421875
14/06/2025,*,538.00,,190500003762.999969482421875
16/03/2026,TAPA ENCUADERNAR BINDERPLUS OFICIO X 1,222.22,ESTELA MONTENEGRO S.R.L.,190500003999
17/03/2026,TIZA ALBORADA COLOR X 144,"8,444.44",ESTELA MONTENEGRO S.R.L.,190500004115
28/06/2025,VASO CHICO BEL GIOCO,422.00,,190500004164
26/08/2025,*,1.00,,190500000463
28/06/2025,CABLE IBEK BOLSA 3.1 V8,490.00,,TEC596250
11/12/2025,MUÑECA TINY FANTASY 53389 60389,"7,600.00",REX,J0000000000141
12/09/2025,AGENDA 2026 FW B-PACK SEMANAL A5 201990,"8,290.00",,304555
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,190500000861
30/05/2025,*,1.00,,190500001078.999969482421875
30/05/2025,*,1.00,,300082
30/05/2025,*,1.00,,301012
30/05/2025,*,1.00,,301013
30/05/2025,*,1.00,,301075
30/05/2025,*,1.00,,303590
30/05/2025,*,1.00,,300555
30/05/2025,*,1.00,,302166
30/05/2025,*,1.00,,305237
30/05/2025,*,1.00,,190500001091.999969482421875
16/03/2026,CARPETA REXON RIVADAVIA AROS,"3,611.11",WINNIE,304261
04/07/2025,MUÑECO POLICIA EN CAJA N° 18-48,"3,535.00",,JUG5499
16/03/2026,CINTA RIBBONETTE CBX MET PLATA 20 X 1 MT,22.22,ESTELA MONTENEGRO S.R.L.,303670
16/03/2026,MARCADOR TELA / CERAMICA FILGO PUNTA MEDIA X 10,"9,444.44",ESTELA MONTENEGRO S.R.L.,303665
02/03/2026,BANDEJA DE TELGOPOR 19 X 23 X 1,83.33,DESCARTABLE DURAN,303678
23/03/2026,LAPIZ BICOLOR FABERCASTELL X 6 CORTOS,"3,611.11",ESTELA MONTENEGRO S.R.L.,306045
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,306008
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,306296
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,306225
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300053
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300256
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300113
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300144
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300186
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,309466
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300190
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300261
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300378
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300470
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,304513
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,306487
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300301
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300302
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300315
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300317
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300333
16/03/2026,*,0.00,,300364
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300055
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,300521
16/03/2026,ABROCHADORA OLAMI Nº10 ABR100/103,"4,111.11",REX,305022
16/03/2026,ADHESIVO EZCO CON BRILLO X 21GR X 1,500.00,REX,305004
16/03/2026,*,0.00,ESTELA MONTENEGRO S.R.L.,305021
16/03/2026,ANILLO EM C/LUZ PERSONAJES,722.22,REX,305001
16/03/2026,BRILLANTINA SIFAP GIBRE CON FORMA X6 PIRATA/RAINBOW/PASTEL,"1,666.67",,300094
16/03/2026,CABLE USB IPHONE CARGA RAPIDA MOD 13222,"1,333.33",,303135
16/03/2026,CARTUCHERA CANOPLA INTERVEN RECTANGULAR CRISTAL MATELASSE 1633,"3,333.33",ESTELA MONTENEGRO S.R.L.,303033
16/03/2026,CARTUCHERA CANOPLA INTERVEN RECTANGULAR MATELASSE 02 CIERRES 1634,"6,666.67",,303035
16/03/2026,CARTUCHERA CANOPLA OLAMI BEETLE DOBLE CIERRE CAO186,"14,888.89",,303034
16/03/2026,CARTUCHERA CANOPLA OLAMI NICE 2 CIERRES CAO199,"20,277.78",,303194
16/03/2026,CARPETA DATAZONE / INKDROP A4 / OFICIO REGISTRADOR,"2,833.33",,303186
16/03/2026,CARPETA NORPAC A4 AROS SEMI BLOCK 2220/1/4/8/3/14 B,"8,222.22",ESTELA MONTENEGRO S.R.L.,300008
17/03/2026,CARPETA VERGEL RIVADAVIA AROS FANTASIA PLASTICA,"3,888.89",,303173
